Node,Node type,Lat,Lon,Weight 1,Edge1,Edge1 Name,Type,Weight 2,Edge2,Edge2 Name,Type,Weight 3,Edge3,Edge3 Name,Type,Weight 4,Edge4,Edge4 Name,Type,Weight 5,Edge5,Edge5 Name,Type
233A SUMANG LANE MATILDA COURT SINGAPORE 821233,HDB,1.4015816,103.8903108,237,AFT SUMANG LANE (65549),walking,walk,242,BEF SUMANG LANE (65541),walking,walk,,,,,,,,,,,,
234A SUMANG LANE MATILDA COURT SINGAPORE 821234,HDB,1.401671,103.8918975,205,BLK 226A (65531),walking,walk,211,BLK 224A (65539),walking,walk,219,AFT SUMANG LANE (65549),walking,walk,,,,,,,,
220B SUMANG LANE MATILDA EDGE SINGAPORE 822220,HDB,1.4015103,103.8954201,467,SOO TECK LRT STATION[PW7],walking,walk,102,AFT TPE (65439),walking,walk,174,TWIN WATERFALLS (65431),walking,walk,209,BLK 224A (65539),walking,walk,,,,
221B SUMANG LANE MATILDA EDGE SINGAPORE 822221,HDB,1.4010194,103.895063,534,SOO TECK LRT STATION[PW7],walking,walk,160,AFT TPE (65439),walking,walk,207,BLK 224A (65539),walking,walk,224,BLK 226A (65531),walking,walk,,,,
224B SUMANG LANE MATILDA EDGE SINGAPORE 822224,HDB,1.4018318,103.8933737,580,SOO TECK LRT STATION[PW7],walking,walk,62,BLK 224A (65539),walking,walk,67,BLK 226A (65531),walking,walk,212,BLK 227A (65551),walking,walk,,,,
226B SUMANG LANE THE VERANDAH @ MATILDA SINGAPORE 822226,HDB,1.402685,103.893609,501,SOO TECK LRT STATION[PW7],walking,walk,31,BLK 226A (65531),walking,walk,44,BLK 224A (65539),walking,walk,120,BLK 227A (65551),walking,walk,,,,
227B SUMANG LANE THE VERANDAH @ MATILDA SINGAPORE 822227,HDB,1.4034741,103.8937238,444,SOO TECK LRT STATION[PW7],walking,walk,49,BLK 227A (65551),walking,walk,120,BLK 226A (65531),walking,walk,131,BLK 224A (65539),walking,walk,,,,
229B SUMANG LANE MATILDA SUNDECK SINGAPORE 822229,HDB,1.4028838,103.8917955,666,SOO TECK LRT STATION[PW7],walking,walk,96,AFT SUMANG LANE (65549),walking,walk,98,BEF SUMANG LANE (65541),walking,walk,153,OPP BLK 227A (65559),walking,walk,,,,
231B SUMANG LANE MATILDA COURT SINGAPORE 822231,HDB,1.4021284,103.8914669,157,AFT SUMANG LANE (65549),walking,walk,161,BEF SUMANG LANE (65541),walking,walk,238,BLK 226A (65531),walking,walk,,,,,,,,
232B SUMANG LANE MATILDA COURT SINGAPORE 822232,HDB,1.4023013,103.8906333,149,AFT SUMANG LANE (65549),walking,walk,154,BEF SUMANG LANE (65541),walking,walk,287,OPP BLK 227A (65559),walking,walk,,,,,,,,
233B SUMANG LANE MATILDA COURT SINGAPORE 822233,HDB,1.4016525,103.890713,214,AFT SUMANG LANE (65549),walking,walk,219,BEF SUMANG LANE (65541),walking,walk,330,BLK 226A (65531),walking,walk,,,,,,,,
234B SUMANG LANE MATILDA COURT SINGAPORE 822234,HDB,1.4015204,103.8915648,226,AFT SUMANG LANE (65549),walking,walk,230,BEF SUMANG LANE (65541),walking,walk,245,BLK 226A (65531),walking,walk,,,,,,,,
220C SUMANG LANE MATILDA EDGE SINGAPORE 823220,HDB,1.4016103,103.8960025,432,SOO TECK LRT STATION[PW7],walking,walk,37,AFT TPE (65439),walking,walk,118,TWIN WATERFALLS (65431),walking,walk,214,BLK 218 (65571),walking,walk,,,,
224C SUMANG LANE MATILDA EDGE SINGAPORE 823224,HDB,1.4016228,103.8939796,548,SOO TECK LRT STATION[PW7],walking,walk,80,BLK 224A (65539),walking,walk,96,BLK 226A (65531),walking,walk,244,BLK 227A (65551),walking,walk,,,,
226C SUMANG LANE THE VERANDAH @ MATILDA SINGAPORE 823226,HDB,1.4025811,103.8940175,471,SOO TECK LRT STATION[PW7],walking,walk,47,BLK 224A (65539),walking,walk,51,BLK 226A (65531),walking,walk,147,BLK 227A (65551),walking,walk,,,,
232C SUMANG LANE MATILDA COURT SINGAPORE 823232,HDB,1.4020404,103.8901187,203,AFT SUMANG LANE (65549),walking,walk,208,BEF SUMANG LANE (65541),walking,walk,349,OPP BLK 227A (65559),walking,walk,,,,,,,,
233C SUMANG LANE MATILDA COURT SINGAPORE 823233,HDB,1.4017316,103.8910415,199,AFT SUMANG LANE (65549),walking,walk,204,BEF SUMANG LANE (65541),walking,walk,293,BLK 226A (65531),walking,walk,,,,,,,,
226D SUMANG LANE THE VERANDAH @ MATILDA SINGAPORE 824226,HDB,1.4030782,103.8936349,474,SOO TECK LRT STATION[PW7],walking,walk,75,BLK 226A (65531),walking,walk,79,BLK 227A (65551),walking,walk,87,BLK 224A (65539),walking,walk,,,,
233D SUMANG LANE SINGAPORE 824233,HDB,1.4013155,103.8900432,276,AFT SUMANG LANE (65549),walking,walk,282,BEF SUMANG LANE (65541),walking,walk,,,,,,,,,,,,
312 SUMANG LINK PUNGGOL PARCVISTA SINGAPORE 820312,HDB,1.4102022,103.9015025,226,NIBONG LRT STATION[PW5],walking,walk,44,BLK 312 CP (65461),walking,walk,71,BLK 310B (65469),walking,walk,190,NIBONG STN EXIT B (65611),walking,walk,,,,
313 SUMANG LINK PUNGGOL PARCVISTA SINGAPORE 820313,HDB,1.4101693,103.9018307,252,NIBONG LRT STATION[PW5],walking,walk,68,BLK 312 CP (65461),walking,walk,102,BLK 310B (65469),walking,walk,220,NIBONG STN EXIT B (65611),walking,walk,,,,
312A SUMANG LINK PUNGGOL PARCVISTA SINGAPORE 821312,HDB,1.4108193,103.9003717,115,NIBONG LRT STATION[PW5],walking,walk,64,NIBONG STN EXIT B (65611),walking,walk,82,NIBONG STN EXIT A (65619),walking,walk,129,BLK 310B (65469),walking,walk,,,,
313A SUMANG LINK PUNGGOL PARCVISTA SINGAPORE 821313,HDB,1.4098518,103.9019953,291,NIBONG LRT STATION[PW5],walking,walk,77,BLK 312 CP (65461),walking,walk,113,BLK 310B (65469),walking,walk,257,NIBONG STN EXIT B (65611),walking,walk,,,,
312B SUMANG LINK PUNGGOL PARCVISTA SINGAPORE 822312,HDB,1.4113531,103.9006147,65,NIBONG LRT STATION[PW5],walking,walk,38,NIBONG STN EXIT B (65611),walking,walk,61,NIBONG STN EXIT A (65619),walking,walk,174,BLK 310B (65469),walking,walk,,,,
313B SUMANG LINK PUNGGOL PARCVISTA SINGAPORE 822313,HDB,1.4102395,103.9021436,272,NIBONG LRT STATION[PW5],walking,walk,102,BLK 312 CP (65461),walking,walk,137,BLK 310B (65469),walking,walk,244,NIBONG STN EXIT B (65611),walking,walk,,,,
312C SUMANG LINK PUNGGOL PARCVISTA SINGAPORE 823312,HDB,1.4109073,103.9011861,143,NIBONG LRT STATION[PW5],walking,walk,115,NIBONG STN EXIT B (65611),walking,walk,117,BLK 312 CP (65461),walking,walk,122,BLK 310B (65469),walking,walk,,,,
313C SUMANG LINK PUNGGOL PARCVISTA SINGAPORE 823313,HDB,1.4106289,103.9015519,194,NIBONG LRT STATION[PW5],walking,walk,90,BLK 312 CP (65461),walking,walk,109,BLK 310B (65469),walking,walk,165,NIBONG STN EXIT B (65611),walking,walk,,,,
10 SUMANG LINK SINGAPORE 828805,HDB,1.4103645,103.9010196,183,NIBONG LRT STATION[PW5],walking,walk,60,BLK 310B (65469),walking,walk,64,BLK 312 CP (65461),walking,walk,141,NIBONG STN EXIT B (65611),walking,walk,,,,
136 PUNGGOL WALK ECOPOLITAN SINGAPORE 828699,HDB,1.4005606,103.8973703,524,SOO TECK LRT STATION[PW7],walking,walk,174,AFT TPE (65439),walking,walk,215,TWIN WATERFALLS (65431),walking,walk,286,OPP BLK 268D (65331),walking,walk,,,,
138 PUNGGOL WALK ECOPOLITAN SINGAPORE 828700,HDB,1.4004555,103.8976596,537,SOO TECK LRT STATION[PW7],walking,walk,205,AFT TPE (65439),walking,walk,238,TWIN WATERFALLS (65431),walking,walk,284,OPP BLK 268D (65331),walking,walk,,,,
140 PUNGGOL WALK ECOPOLITAN SINGAPORE 828701,HDB,1.400553,103.8967616,528,SOO TECK LRT STATION[PW7],walking,walk,139,AFT TPE (65439),walking,walk,204,TWIN WATERFALLS (65431),walking,walk,320,BLK 268C (65339),walking,walk,,,,
108 PUNGGOL WALK TWIN WATERFALLS SINGAPORE 828764,HDB,1.402269,103.8970115,336,SOO TECK LRT STATION[PW7],walking,walk,34,TWIN WATERFALLS (65431),walking,walk,97,AFT TPE (65439),walking,walk,149,BLK 268C (65339),walking,walk,,,,
110 PUNGGOL WALK TWIN WATERFALLS SINGAPORE 828765,HDB,1.4021863,103.8972807,343,SOO TECK LRT STATION[PW7],walking,walk,65,TWIN WATERFALLS (65431),walking,walk,118,AFT TPE (65439),walking,walk,135,BLK 268C (65339),walking,walk,,,,
112 PUNGGOL WALK TWIN WATERFALLS SINGAPORE 828766,HDB,1.4022028,103.8975703,343,SOO TECK LRT STATION[PW7],walking,walk,96,TWIN WATERFALLS (65431),walking,walk,116,BLK 268C (65339),walking,walk,128,OPP BLK 268D (65331),walking,walk,,,,
114 PUNGGOL WALK TWIN WATERFALLS SINGAPORE 828767,HDB,1.4021312,103.8978279,354,SOO TECK LRT STATION[PW7],walking,walk,111,OPP BLK 268D (65331),walking,walk,113,BLK 268C (65339),walking,walk,125,TWIN WATERFALLS (65431),walking,walk,,,,
116 PUNGGOL WALK TWIN WATERFALLS SINGAPORE 828768,HDB,1.4025414,103.8979606,313,SOO TECK LRT STATION[PW7],walking,walk,66,BLK 268C (65339),walking,walk,71,OPP BLK 268D (65331),walking,walk,138,TWIN WATERFALLS (65431),walking,walk,,,,
118 PUNGGOL WALK TWIN WATERFALLS SINGAPORE 828769,HDB,1.4026172,103.8976985,299,SOO TECK LRT STATION[PW7],walking,walk,69,BLK 268C (65339),walking,walk,95,OPP BLK 268D (65331),walking,walk,111,TWIN WATERFALLS (65431),walking,walk,,,,
120 PUNGGOL WALK TWIN WATERFALLS SINGAPORE 828770,HDB,1.4027645,103.8973788,279,SOO TECK LRT STATION[PW7],walking,walk,83,TWIN WATERFALLS (65431),walking,walk,84,BLK 268C (65339),walking,walk,127,OPP BLK 268D (65331),walking,walk,,,,
122 PUNGGOL WALK TWIN WATERFALLS SINGAPORE 828771,HDB,1.4027962,103.8970369,277,SOO TECK LRT STATION[PW7],walking,walk,57,TWIN WATERFALLS (65431),walking,walk,118,BLK 268C (65339),walking,walk,140,BLK 258A (65579),walking,walk,,,,
98 PUNGGOL WALK PUNGGOL GREEN PRIMARY SCHOOL SINGAPORE 828772,HDB,1.4018049,103.8987729,419,SOO TECK LRT STATION[PW7],walking,walk,121,OPP BLK 268D (65331),walking,walk,168,BLK 268C (65339),walking,walk,227,BLK 272C (65349),walking,walk,,,,
124 PUNGGOL WALK ECOPOLITAN SINGAPORE 828773,HDB,1.4009579,103.8978038,483,SOO TECK LRT STATION[PW7],walking,walk,185,AFT TPE (65439),walking,walk,199,TWIN WATERFALLS (65431),walking,walk,226,OPP BLK 268D (65331),walking,walk,,,,
126 PUNGGOL WALK ECOPOLITAN SINGAPORE 828774,HDB,1.4009299,103.8974909,484,SOO TECK LRT STATION[PW7],walking,walk,157,AFT TPE (65439),walking,walk,183,TWIN WATERFALLS (65431),walking,walk,243,OPP BLK 268D (65331),walking,walk,,,,
128 PUNGGOL WALK ECOPOLITAN SINGAPORE 828775,HDB,1.4010301,103.897212,472,SOO TECK LRT STATION[PW7],walking,walk,125,AFT TPE (65439),walking,walk,160,TWIN WATERFALLS (65431),walking,walk,250,OPP BLK 268D (65331),walking,walk,,,,
130 PUNGGOL WALK ECOPOLITAN SINGAPORE 828776,HDB,1.4013166,103.8968463,443,SOO TECK LRT STATION[PW7],walking,walk,74,AFT TPE (65439),walking,walk,119,TWIN WATERFALLS (65431),walking,walk,241,BLK 268C (65339),walking,walk,,,,
132 PUNGGOL WALK ECOPOLITAN SINGAPORE 828777,HDB,1.4008967,103.8967673,490,SOO TECK LRT STATION[PW7],walking,walk,104,AFT TPE (65439),walking,walk,165,TWIN WATERFALLS (65431),walking,walk,286,BLK 268C (65339),walking,walk,,,,
134 PUNGGOL WALK ECOPOLITAN SINGAPORE 828778,HDB,1.4006896,103.897008,511,SOO TECK LRT STATION[PW7],walking,walk,138,AFT TPE (65439),walking,walk,191,TWIN WATERFALLS (65431),walking,walk,294,OPP BLK 268D (65331),walking,walk,,,,
58 PUNGGOL WALK A TREASURE TROVE SINGAPORE 828779,HDB,1.4054124,103.9001042,239,PUNGGOL MRT STATION[NE17],walking,walk,109,BEF BLK 264 (65409),walking,walk,196,PUNGGOL STN/INT (65259),walking,walk,198,OPP BLK 264A (65401),walking,walk,,,,
60 PUNGGOL WALK A TREASURE TROVE SINGAPORE 828780,HDB,1.4054913,103.8998307,270,PUNGGOL MRT STATION[NE17],walking,walk,88,BEF BLK 264 (65409),walking,walk,169,OPP BLK 264A (65401),walking,walk,227,PUNGGOL STN/INT (65259),walking,walk,,,,
62 PUNGGOL WALK A TREASURE TROVE SINGAPORE 828781,HDB,1.4055966,103.8994905,246,SOO TECK LRT STATION[PW7],walking,walk,72,BEF BLK 264 (65409),walking,walk,135,OPP BLK 264A (65401),walking,walk,266,PUNGGOL STN/INT (65259),walking,walk,,,,
64 PUNGGOL WALK A TREASURE TROVE SINGAPORE 828782,HDB,1.4056854,103.8992209,218,SOO TECK LRT STATION[PW7],walking,walk,73,BEF BLK 264 (65409),walking,walk,109,OPP BLK 264A (65401),walking,walk,261,SOO TECK STN (65141),walking,walk,,,,
66 PUNGGOL WALK A TREASURE TROVE SINGAPORE 828783,HDB,1.4052135,103.8994766,242,SOO TECK LRT STATION[PW7],walking,walk,115,BEF BLK 264 (65409),walking,walk,169,OPP BLK 264A (65401),walking,walk,266,PUNGGOL STN/INT (65259),walking,walk,,,,
68 PUNGGOL WALK A TREASURE TROVE SINGAPORE 828784,HDB,1.4051221,103.8997555,260,PUNGGOL MRT STATION[NE17],walking,walk,126,BEF BLK 264 (65409),walking,walk,195,OPP BLK 264A (65401),walking,walk,236,PUNGGOL STN/INT (65259),walking,walk,,,,
70 PUNGGOL WALK A TREASURE TROVE SINGAPORE 828785,HDB,1.4050356,103.9000438,227,PUNGGOL MRT STATION[NE17],walking,walk,144,BEF BLK 264 (65409),walking,walk,206,PUNGGOL STN/INT (65259),walking,walk,222,OPP BLK 264A (65401),walking,walk,,,,
72 PUNGGOL WALK A TREASURE TROVE SINGAPORE 828786,HDB,1.4046977,103.899899,232,PUNGGOL MRT STATION[NE17],walking,walk,175,BEF BLK 264 (65409),walking,walk,231,PUNGGOL STN/INT (65259),walking,walk,242,OPP BLK 264A (65401),walking,walk,,,,
74 PUNGGOL WALK A TREASURE TROVE SINGAPORE 828787,HDB,1.4047764,103.8996461,261,PUNGGOL MRT STATION[NE17],walking,walk,163,BEF BLK 264 (65409),walking,walk,221,OPP BLK 264A (65401),walking,walk,246,OPP BLK 268D (65331),walking,walk,,,,
76 PUNGGOL WALK A TREASURE TROVE SINGAPORE 828788,HDB,1.4048602,103.8993719,235,SOO TECK LRT STATION[PW7],walking,walk,155,BEF BLK 264 (65409),walking,walk,199,OPP BLK 264A (65401),walking,walk,241,OPP BLK 268D (65331),walking,walk,,,,
78 PUNGGOL WALK A TREASURE TROVE SINGAPORE 828789,HDB,1.4051243,103.8990852,199,SOO TECK LRT STATION[PW7],walking,walk,135,BEF BLK 264 (65409),walking,walk,161,OPP BLK 264A (65401),walking,walk,222,SOO TECK STN (65141),walking,walk,,,,
100 PUNGGOL WALK TWIN WATERFALLS SINGAPORE 828790,HDB,1.4016854,103.8976845,401,SOO TECK LRT STATION[PW7],walking,walk,132,TWIN WATERFALLS (65431),walking,walk,151,AFT TPE (65439),walking,walk,160,OPP BLK 268D (65331),walking,walk,,,,
102 PUNGGOL WALK TWIN WATERFALLS SINGAPORE 828791,HDB,1.4017575,103.8974413,391,SOO TECK LRT STATION[PW7],walking,walk,106,TWIN WATERFALLS (65431),walking,walk,124,AFT TPE (65439),walking,walk,166,BLK 268C (65339),walking,walk,,,,
104 PUNGGOL WALK TWIN WATERFALLS SINGAPORE 828792,HDB,1.4016925,103.89712,399,SOO TECK LRT STATION[PW7],walking,walk,88,TWIN WATERFALLS (65431),walking,walk,89,AFT TPE (65439),walking,walk,190,BLK 268C (65339),walking,walk,,,,
106 PUNGGOL WALK TWIN WATERFALLS SINGAPORE 828793,HDB,1.4017567,103.8968803,394,SOO TECK LRT STATION[PW7],walking,walk,62,AFT TPE (65439),walking,walk,72,TWIN WATERFALLS (65431),walking,walk,200,BLK 268C (65339),walking,walk,,,,
50 PUNGGOL WALK A TREASURE TROVE SINGAPORE 828830,HDB,1.4060438,103.8993797,246,SOO TECK LRT STATION[PW7],walking,walk,31,BEF BLK 264 (65409),walking,walk,91,OPP BLK 264A (65401),walking,walk,287,PUNGGOL STN/INT (65259),walking,walk,,,,
52 PUNGGOL WALK A TREASURE TROVE SINGAPORE 828831,HDB,1.4059834,103.8996676,275,SOO TECK LRT STATION[PW7],walking,walk,30,BEF BLK 264 (65409),walking,walk,122,OPP BLK 264A (65401),walking,walk,254,PUNGGOL STN/INT (65259),walking,walk,,,,
54 PUNGGOL WALK A TREASURE TROVE SINGAPORE 828832,HDB,1.4058792,103.8999829,281,PUNGGOL MRT STATION[NE17],walking,walk,60,BEF BLK 264 (65409),walking,walk,158,OPP BLK 264A (65401),walking,walk,218,PUNGGOL STN/INT (65259),walking,walk,,,,
56 PUNGGOL WALK A TREASURE TROVE SINGAPORE 828833,HDB,1.4057554,103.9002835,246,PUNGGOL MRT STATION[NE17],walking,walk,95,BEF BLK 264 (65409),walking,walk,182,PUNGGOL STN/INT (65259),walking,walk,194,OPP BLK 264A (65401),walking,walk,,,,
103 EDGEFIELD PLAINS SINGAPORE 820103,HDB,1.3974734,103.9048218,131,OPP BLK 103A (65071),walking,walk,162,BLK 102C (65079),walking,walk,,,,,,,,,,,,
105 EDGEFIELD PLAINS MULTI STOREY CAR PARK SINGAPORE 820105,HDB,1.3972294,103.9055909,210,OPP BLK 103A (65071),walking,walk,,,,,,,,,,,,,,,,
103A EDGEFIELD PLAINS SINGAPORE 821103,HDB,1.3982553,103.904754,71,OPP BLK 103A (65071),walking,walk,75,BLK 102C (65079),walking,walk,,,,,,,,,,,,
104A EDGEFIELD PLAINS SINGAPORE 821104,HDB,1.3968057,103.9050542,208,OPP BLK 103A (65071),walking,walk,,,,,,,,,,,,,,,,
103B EDGEFIELD PLAINS SINGAPORE 822103,HDB,1.3977313,103.9046854,99,OPP BLK 103A (65071),walking,walk,134,BLK 102C (65079),walking,walk,,,,,,,,,,,,
104B EDGEFIELD PLAINS SINGAPORE 822104,HDB,1.3966089,103.9053038,241,OPP BLK 103A (65071),walking,walk,,,,,,,,,,,,,,,,
103C EDGEFIELD PLAINS SINGAPORE 823103,HDB,1.3972666,103.9045384,137,OPP BLK 103A (65071),walking,walk,187,BLK 102C (65079),walking,walk,,,,,,,,,,,,
105C EDGEFIELD PLAINS SINGAPORE 823105,HDB,1.397672,103.9055988,169,BLK 102C (65079),walking,walk,,,,,,,,,,,,,,,,
105D EDGEFIELD PLAINS SINGAPORE 824105,HDB,1.3971753,103.9052296,185,OPP BLK 103A (65071),walking,walk,202,BLK 102C (65079),walking,walk,,,,,,,,,,,,
47 EDGEFIELD PLAINS WATERBAY SINGAPORE 828713,HDB,1.4012615,103.9074922,187,OPP BLK 296 (65089),walking,walk,,,,,,,,,,,,,,,,
9 SENTUL CRESCENT NURTURESTARS CHILD CARE SINGAPORE 828654,HDB,1.4101133,103.9060319,141,SAM KEE LRT STATION[PW1],walking,walk,138,BEF PUNGGOL DR (65481),walking,walk,217,AFT PUNGGOL DR (65489),walking,walk,,,,,,,,
8A SENTUL CRESCENT TEMPORARY SITE OFFICE SINGAPORE 828655,HDB,1.4091606,103.9036891,139,SAM KEE LRT STATION[PW1],walking,walk,244,AFT PUNGGOL DR (65489),walking,walk,263,BEF PUNGGOL DR (65481),walking,walk,276,BLK 312 CP (65461),walking,walk,,,,
10 SENTUL CRESCENT SAM KEE LRT STATION SINGAPORE 828851,HDB,1.4096127,103.9048316,3,SAM KEE LRT STATION[PW1],walking,walk,157,BEF PUNGGOL DR (65481),walking,walk,183,AFT PUNGGOL DR (65489),walking,walk,393,BLK 312 CP (65461),walking,walk,,,,
37 PUNGGOL FIELD PRIV SINGAPORE 828809,HDB,1.4006763,103.9046998,73,OPP BLK 199C (65081),walking,walk,84,AFT PUNGGOL RD (65209),walking,walk,143,OPP BLK 296 (65089),walking,walk,,,,,,,,
39 PUNGGOL FIELD PRIV SINGAPORE 828810,HDB,1.4011064,103.904428,87,AFT PUNGGOL RD (65209),walking,walk,100,OPP BLK 199C (65081),walking,walk,155,OPP BLK 296 (65089),walking,walk,,,,,,,,
30 PUNGGOL FIELD MASJID AL-ISLAH SINGAPORE 828812,HDB,1.4012199,103.9014812,345,PUNGGOL MRT STATION[NE17],walking,walk,101,OPP BLK 272C (65341),walking,walk,135,BLK 272C (65349),walking,walk,168,OPP BLK 201A (65201),walking,walk,,,,
36 PUNGGOL FIELD EDGEFIELD SECONDARY SCHOOL SINGAPORE 828814,HDB,1.4001793,103.9021412,115,OPP BLK 201A (65201),walking,walk,205,AFT PUNGGOL RD (65209),walking,walk,238,OPP BLK 272C (65341),walking,walk,,,,,,,,
31 PUNGGOL FIELD PRIV SINGAPORE 828816,HDB,1.4010368,103.9039876,62,AFT PUNGGOL RD (65209),walking,walk,118,OPP BLK 201A (65201),walking,walk,147,OPP BLK 199C (65081),walking,walk,,,,,,,,
33 PUNGGOL FIELD PRIV SINGAPORE 828817,HDB,1.4014883,103.9043384,120,AFT PUNGGOL RD (65209),walking,walk,125,OPP BLK 199C (65081),walking,walk,163,OPP BLK 296 (65089),walking,walk,,,,,,,,
35 PUNGGOL FIELD PRIV SINGAPORE 828818,HDB,1.4011746,103.9049323,50,OPP BLK 199C (65081),walking,walk,98,OPP BLK 296 (65089),walking,walk,132,AFT PUNGGOL RD (65209),walking,walk,,,,,,,,
50 PUNGGOL FIELD COVE LRT STATION SINGAPORE 828858,HDB,1.399282,103.9059619,140,BLK 102C (65079),walking,walk,,,,,,,,,,,,,,,,
